"Cluster"	"Ontology_type"	"Ontology_accession"	"Ongology_description"	"Count_query"	"Count_universe"	"%_query"	"%_universe"	"pval"	"adjpval"	"fold_change"	"Proteins_in_query"
"1375"	2	"GO"	"47025"	"3-oxoacyl-[acyl-carrier-protein reductase (NADH) activity "	"2/341"	"2/2150"	0.586510263929619	0.0930232558139535	0.0927566703677586	1	6.3049853372434	"DHB8_MOUSE;CBR4_MOUSE"
"1379"	2	"GO"	"8209"	"androgen metabolic process "	"2/341"	"2/2150"	0.586510263929619	0.0930232558139535	0.0927566703677586	1	6.3049853372434	"DHB8_MOUSE;DHB4_MOUSE"
"1388"	2	"GO"	"18858"	"benzoate-CoA ligase activity "	"2/341"	"2/2150"	0.586510263929619	0.0930232558139535	0.0927566703677586	1	6.3049853372434	"ACSM2_MOUSE;ACSM1_MOUSE"
"1389"	2	"GO"	"36112"	"medium-chain fatty-acyl-CoA metabolic process "	"2/341"	"2/2150"	0.586510263929619	0.0930232558139535	0.0927566703677586	1	6.3049853372434	"ACSM2_MOUSE;DHB4_MOUSE"
"1465"	2	"GO"	"60009"	"Sertoli cell development "	"2/341"	"2/2150"	0.586510263929619	0.0930232558139535	0.0927566703677586	1	6.3049853372434	"DHB4_MOUSE;SOX9_MOUSE"
"1534"	2	"GO"	"6090"	"pyruvate metabolic process "	"2/341"	"2/2150"	0.586510263929619	0.0930232558139535	0.0927566703677586	1	6.3049853372434	"PCKGC_MOUSE;G5E8R3_MOUSE"
"1545"	2	"GO"	"42709"	"succinate-CoA ligase complex "	"2/341"	"2/2150"	0.586510263929619	0.0930232558139535	0.0927566703677586	1	6.3049853372434	"SUCB2_MOUSE;SUCB1_MOUSE"
"1575"	2	"GO"	"60612"	"adipose tissue development "	"2/341"	"2/2150"	0.586510263929619	0.0930232558139535	0.0927566703677586	1	6.3049853372434	"SCOT1_MOUSE;THIL_MOUSE"
"1577"	2	"GO"	"46952"	"ketone body catabolic process "	"2/341"	"2/2150"	0.586510263929619	0.0930232558139535	0.0927566703677586	1	6.3049853372434	"SCOT1_MOUSE;THIL_MOUSE"
"1610"	2	"GO"	"1901612"	"cardiolipin binding "	"2/341"	"2/2150"	0.586510263929619	0.0930232558139535	0.0927566703677586	1	6.3049853372434	"STML2_MOUSE;H7BX01_MOUSE"
"1631"	2	"GO"	"4792"	"thiosulfate sulfurtransferase activity "	"2/341"	"2/2150"	0.586510263929619	0.0930232558139535	0.0927566703677586	1	6.3049853372434	"THTM_MOUSE;THTR_MOUSE"
"5512"	3	"GO"	"51721"	"protein phosphatase 2A binding "	"3/96"	"5/2150"	3.125	0.232558139534884	0.00362047915705937	1	13.4375	"4EBP1_MOUSE;PTN1_MOUSE;PP2AA_MOUSE"
"6842"	3	"GO"	"30048"	"actin filament-based movement "	"3/96"	"5/2150"	3.125	0.232558139534884	0.00362047915705937	1	13.4375	"WASF2_MOUSE;WASP_MOUSE;WIPF1_MOUSE"
"4072"	3	"GO"	"7229"	"integrin-mediated signaling pathway "	"5/96"	"21/2150"	5.20833333333333	0.976744186046512	0.00412809729764554	1	5.33234126984127	"FYB1_MOUSE;FCERG_MOUSE;APOA1_MOUSE;Q542I8_MOUSE;A0A5F8MPB5_MOUSE"
"12211"	3	"GO"	"4725"	"protein tyrosine phosphatase activity "	"3/96"	"8/2150"	3.125	0.372093023255814	0.0097136299286701	1	8.3984375	"PTN1_MOUSE;Q9DCC1_MOUSE;S4R1M0_MOUSE"
"2162"	3	"GO"	"209"	"protein polyubiquitination "	"2/96"	"2/2150"	2.08333333333333	0.0930232558139535	0.0102466853323359	1	22.3958333333333	"PEBB_MOUSE;PRP19_MOUSE"
"2432"	3	"GO"	"32036"	"myosin heavy chain binding "	"2/96"	"2/2150"	2.08333333333333	0.0930232558139535	0.0102466853323359	1	22.3958333333333	"MYL9_MOUSE;COR1A_MOUSE"
"2962"	3	"GO"	"42609"	"CD4 receptor binding "	"2/96"	"2/2150"	2.08333333333333	0.0930232558139535	0.0102466853323359	1	22.3958333333333	"HG2A_MOUSE;IL16_MOUSE"
"3662"	3	"GO"	"19767"	"IgE receptor activity "	"2/96"	"2/2150"	2.08333333333333	0.0930232558139535	0.0102466853323359	1	22.3958333333333	"FCGR4_MOUSE;FCERG_MOUSE"
"7112"	3	"GO"	"51666"	"actin cortical patch localization "	"2/96"	"2/2150"	2.08333333333333	0.0930232558139535	0.0102466853323359	1	22.3958333333333	"WASP_MOUSE;WIPF1_MOUSE"
"4652"	3	"GO"	"5667"	"transcription factor complex "	"3/96"	"9/2150"	3.125	0.418604651162791	0.0125548980382421	1	7.46527777777778	"HCLS1_MOUSE;TCP4_MOUSE;Q921K2_MOUSE"
"4682"	3	"GO"	"30041"	"actin filament polymerization "	"3/96"	"10/2150"	3.125	0.465116279069767	0.0158225470533847	1	6.71875	"HCLS1_MOUSE;WASP_MOUSE;D3YXG6_MOUSE"
"10012"	3	"GO"	"32488"	"Cdc42 protein signal transduction "	"2/96"	"3/2150"	2.08333333333333	0.13953488372093	0.0166042212082251	1	14.9305555555556	"SHOT1_MOUSE;WASP_MOUSE"
"3062"	3	"GO"	"19886"	"antigen processing and presentation of exogenous peptide antigen via MHC class II "	"2/96"	"3/2150"	2.08333333333333	0.13953488372093	0.0166042212082251	1	14.9305555555556	"HG2A_MOUSE;FCERG_MOUSE"
"3652"	3	"GO"	"19863"	"IgE binding "	"2/96"	"3/2150"	2.08333333333333	0.13953488372093	0.0166042212082251	1	14.9305555555556	"FCGR4_MOUSE;FCERG_MOUSE"
"4512"	3	"GO"	"30595"	"leukocyte chemotaxis "	"2/96"	"3/2150"	2.08333333333333	0.13953488372093	0.0166042212082251	1	14.9305555555556	"IL16_MOUSE;COR1A_MOUSE"
"4902"	3	"GO"	"32426"	"stereocilium tip "	"2/96"	"3/2150"	2.08333333333333	0.13953488372093	0.0166042212082251	1	14.9305555555556	"EPS8_MOUSE;COR1A_MOUSE"
"7102"	3	"GO"	"147"	"actin cortical patch assembly "	"2/96"	"3/2150"	2.08333333333333	0.13953488372093	0.0166042212082251	1	14.9305555555556	"WASP_MOUSE;WIPF1_MOUSE"
"7182"	3	"GO"	"1905168"	"positive regulation of double-strand break repair via homologous recombination "	"2/96"	"3/2150"	2.08333333333333	0.13953488372093	0.0166042212082251	1	14.9305555555556	"WASP_MOUSE;Q921K2_MOUSE"
"3672"	3	"GO"	"19864"	"IgG binding "	"2/96"	"4/2150"	2.08333333333333	0.186046511627907	0.0242179517286365	1	11.1979166666667	"FCGR4_MOUSE;FCERG_MOUSE"
"4382"	3	"GO"	"51924"	"regulation of calcium ion transport "	"2/96"	"4/2150"	2.08333333333333	0.186046511627907	0.0242179517286365	1	11.1979166666667	"GNAI2_MOUSE;IL16_MOUSE"
"4822"	3	"GO"	"30833"	"regulation of actin filament polymerization "	"2/96"	"4/2150"	2.08333333333333	0.186046511627907	0.0242179517286365	1	11.1979166666667	"HCLS1_MOUSE;COR1A_MOUSE"
"5322"	3	"GO"	"2000010"	"positive regulation of protein localization to cell surface "	"2/96"	"4/2150"	2.08333333333333	0.186046511627907	0.0242179517286365	1	11.1979166666667	"FCERG_MOUSE;TM9S4_MOUSE"
"6752"	3	"GO"	"8064"	"regulation of actin polymerization or depolymerization "	"2/96"	"4/2150"	2.08333333333333	0.186046511627907	0.0242179517286365	1	11.1979166666667	"COR1A_MOUSE;WASP_MOUSE"
"7162"	3	"GO"	"51127"	"positive regulation of actin nucleation "	"2/96"	"4/2150"	2.08333333333333	0.186046511627907	0.0242179517286365	1	11.1979166666667	"WASP_MOUSE;WIPF1_MOUSE"
"2662"	3	"GO"	"35861"	"site of double-strand break "	"3/96"	"13/2150"	3.125	0.604651162790698	0.0282372427238557	1	5.16826923076923	"PRP19_MOUSE;WASP_MOUSE;Q921K2_MOUSE"
"4672"	3	"GO"	"17124"	"SH3 domain binding "	"4/96"	"25/2150"	4.16666666666667	1.16279069767442	0.0327230739481133	1	3.58333333333333	"HCLS1_MOUSE;WASF2_MOUSE;WASP_MOUSE;WIPF1_MOUSE"
"6112"	3	"GO"	"8286"	"insulin receptor signaling pathway "	"2/96"	"5/2150"	2.08333333333333	0.232558139534884	0.0329711937245258	1	8.95833333333333	"4EBP1_MOUSE;PTN1_MOUSE"
"7912"	3	"GO"	"6891"	"intra-Golgi vesicle-mediated transport "	"2/96"	"5/2150"	2.08333333333333	0.232558139534884	0.0329711937245258	1	8.95833333333333	"TPPC3_MOUSE;Q810S7_MOUSE"
"3102"	3	"GO"	"16064"	"immunoglobulin mediated immune response "	"2/96"	"5/2150"	2.08333333333333	0.232558139534884	0.0329711937245258	1	8.95833333333333	"HG2A_MOUSE;FCERG_MOUSE"
"4812"	3	"GO"	"98974"	"postsynaptic actin cytoskeleton organization "	"2/96"	"5/2150"	2.08333333333333	0.232558139534884	0.0329711937245258	1	8.95833333333333	"HCLS1_MOUSE;WASF2_MOUSE"
"3832"	3	"GO"	"6909"	"phagocytosis "	"3/96"	"14/2150"	3.125	0.651162790697674	0.0332486071539175	1	4.79910714285714	"NCF2_MOUSE;COR1A_MOUSE;TM9S4_MOUSE"
"3772"	3	"GO"	"48365"	"Rac GTPase binding "	"3/96"	"15/2150"	3.125	0.697674418604651	0.0386912935030869	1	4.47916666666667	"NCF2_MOUSE;EPS8_MOUSE;WASP_MOUSE"
"3712"	3	"GO"	"6816"	"calcium ion transport "	"2/96"	"6/2150"	2.08333333333333	0.27906976744186	0.0427547652470147	1	7.46527777777778	"AT2B1_MOUSE;COR1A_MOUSE"
"2012"	3	"GO"	"6695"	"cholesterol biosynthetic process "	"2/96"	"6/2150"	2.08333333333333	0.27906976744186	0.0427547652470147	1	7.46527777777778	"LBR_MOUSE;APOA1_MOUSE"
"2952"	3	"GO"	"1540"	"amyloid-beta binding "	"2/96"	"6/2150"	2.08333333333333	0.27906976744186	0.0427547652470147	1	7.46527777777778	"HG2A_MOUSE;APOA1_MOUSE"
"3092"	3	"GO"	"6952"	"defense response "	"2/96"	"6/2150"	2.08333333333333	0.27906976744186	0.0427547652470147	1	7.46527777777778	"HG2A_MOUSE;LSP1_MOUSE"
"6912"	3	"GO"	"51497"	"negative regulation of stress fiber assembly "	"2/96"	"6/2150"	2.08333333333333	0.27906976744186	0.0427547652470147	1	7.46527777777778	"WASF2_MOUSE;WASP_MOUSE"
"5042"	3	"GO"	"8360"	"regulation of cell shape "	"4/96"	"28/2150"	4.16666666666667	1.30232558139535	0.0449690092879259	1	3.19940476190476	"EPS8_MOUSE;COR1A_MOUSE;WASP_MOUSE;WIPF1_MOUSE"
"2292"	3	"GO"	"5819"	"spindle "	"2/96"	"7/2150"	2.08333333333333	0.325581395348837	0.053466568177271	1	6.39880952380952	"SEPT6_MOUSE;PRP19_MOUSE"
"5222"	3	"GO"	"30593"	"neutrophil chemotaxis "	"2/96"	"7/2150"	2.08333333333333	0.325581395348837	0.053466568177271	1	6.39880952380952	"FCERG_MOUSE;DPEP1_MOUSE"
"6332"	3	"GO"	"43027"	"cysteine-type endopeptidase inhibitor activity involved in apoptotic process "	"2/96"	"7/2150"	2.08333333333333	0.325581395348837	0.053466568177271	1	6.39880952380952	"DPEP1_MOUSE;TFIP8_MOUSE"
"11411"	3	"GO"	"5769"	"early endosome "	"5/96"	"44/2150"	5.20833333333333	2.04651162790698	0.0553248216941376	1	2.54498106060606	"PTN1_MOUSE;PPR21_MOUSE;COR1A_MOUSE;WASF2_MOUSE;TM9S4_MOUSE"
"9512"	3	"GO"	"51015"	"actin filament binding "	"6/96"	"59/2150"	6.25	2.74418604651163	0.0562294054277941	1	2.27754237288136	"SHOT1_MOUSE;HCLS1_MOUSE;COR1A_MOUSE;WASP_MOUSE;WIPF1_MOUSE;A0A2R8VHF9_MOUSE"
"10512"	3	"GO"	"48812"	"neuron projection morphogenesis "	"2/96"	"8/2150"	2.08333333333333	0.372093023255814	0.0650111922468771	1	5.59895833333333	"SHOT1_MOUSE;HCLS1_MOUSE"
"3562"	3	"GO"	"50729"	"positive regulation of inflammatory response "	"2/96"	"8/2150"	2.08333333333333	0.372093023255814	0.0650111922468771	1	5.59895833333333	"GPSM3_MOUSE;IL16_MOUSE"
"4092"	3	"GO"	"50852"	"T cell receptor signaling pathway "	"2/96"	"8/2150"	2.08333333333333	0.372093023255814	0.0650111922468771	1	5.59895833333333	"FYB1_MOUSE;S4R1M0_MOUSE"
"8382"	3	"GO"	"16459"	"myosin complex "	"2/96"	"8/2150"	2.08333333333333	0.372093023255814	0.0650111922468771	1	5.59895833333333	"A0A2R8VHF9_MOUSE;Q8CG29_MOUSE"
"3972"	3	"GO"	"3779"	"actin binding "	"6/96"	"62/2150"	6.25	2.88372093023256	0.0673219213392577	1	2.16733870967742	"LSP1_MOUSE;EPS8_MOUSE;COR1A_MOUSE;WASF2_MOUSE;D3YXG6_MOUSE;Q8CG29_MOUSE"
"10612"	3	"GO"	"45773"	"positive regulation of axon extension "	"2/96"	"9/2150"	2.08333333333333	0.418604651162791	0.0772995394287008	1	4.97685185185185	"SHOT1_MOUSE;HCLS1_MOUSE"
"18411"	3	"GO"	"1932"	"regulation of protein phosphorylation "	"2/96"	"9/2150"	2.08333333333333	0.418604651162791	0.0772995394287008	1	4.97685185185185	"PP2AA_MOUSE;APOA1_MOUSE"
"7292"	3	"GO"	"8305"	"integrin complex "	"2/96"	"9/2150"	2.08333333333333	0.418604651162791	0.0772995394287008	1	4.97685185185185	"Q542I8_MOUSE;A0A5F8MPB5_MOUSE"
"8392"	3	"GO"	"3774"	"motor activity "	"2/96"	"9/2150"	2.08333333333333	0.418604651162791	0.0772995394287008	1	4.97685185185185	"A0A2R8VHF9_MOUSE;Q8CG29_MOUSE"
"2612"	3	"GO"	"19829"	"ATPase-coupled cation transmembrane transporter activity "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"AT2B1_MOUSE"
"2712"	3	"GO"	"15085"	"calcium ion transmembrane transporter activity "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"AT2B1_MOUSE"
"2912"	3	"GO"	"1905056"	"calcium-transporting ATPase activity involved in regulation of presynaptic cytosolic calcium ion concentration "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"AT2B1_MOUSE"
"3512"	3	"GO"	"1901660"	"calcium ion export "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"AT2B1_MOUSE"
"3612"	3	"GO"	"1990034"	"calcium ion export across plasma membrane "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"AT2B1_MOUSE"
"3912"	3	"GO"	"71386"	"cellular response to corticosterone stimulus "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"AT2B1_MOUSE"
"4312"	3	"GO"	"3407"	"neural retina development "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"AT2B1_MOUSE"
"6212"	3	"GO"	"2192"	"IRES-dependent translational initiation of linear mRNA "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"4EBP1_MOUSE"
"6612"	3	"GO"	"45931"	"positive regulation of mitotic cell cycle "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"4EBP1_MOUSE"
"7312"	3	"GO"	"33106"	"cis-Golgi network membrane "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"TPPC3_MOUSE"
"7712"	3	"GO"	"30008"	"TRAPP complex "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"TPPC3_MOUSE"
"9812"	3	"GO"	"61573"	"actin filament bundle retrograde transport "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"SHOT1_MOUSE"
"10212"	3	"GO"	"61163"	"endoplasmic reticulum polarization "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"SHOT1_MOUSE"
"10312"	3	"GO"	"51899"	"membrane depolarization "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"SHOT1_MOUSE"
"10412"	3	"GO"	"38007"	"netrin-activated signaling pathway "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"SHOT1_MOUSE"
"11211"	3	"GO"	"98554"	"cytoplasmic side of endoplasmic reticulum membrane "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"PTN1_MOUSE"
"13211"	3	"GO"	"1903898"	"negative regulation of PERK-mediated unfolded protein response "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"PTN1_MOUSE"
"13511"	3	"GO"	"1990264"	"peptidyl-tyrosine dephosphorylation involved in inactivation of protein kinase activity "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"PTN1_MOUSE"
"13611"	3	"GO"	"35791"	"platelet-derived growth factor receptor-beta signaling pathway "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"PTN1_MOUSE"
"13811"	3	"GO"	"2000646"	"positive regulation of receptor catabolic process "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"PTN1_MOUSE"
"14111"	3	"GO"	"1902202"	"regulation of hepatocyte growth factor receptor signaling pathway "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"PTN1_MOUSE"
"15411"	3	"GO"	"50811"	"GABA receptor binding "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"PP2AA_MOUSE"
"16811"	3	"GO"	"7498"	"mesoderm development "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"PP2AA_MOUSE"
"16911"	3	"GO"	"1901020"	"negative regulation of calcium ion transmembrane transporter activity "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"PP2AA_MOUSE"
"17711"	3	"GO"	"1904528"	"positive regulation of microtubule binding "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"PP2AA_MOUSE"
"18211"	3	"GO"	"31952"	"regulation of protein autophosphorylation "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"PP2AA_MOUSE"
"1858"	3	"GO"	"10469"	"regulation of signaling receptor activity "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"PP2AA_MOUSE"
"1962"	3	"GO"	"50613"	"delta14-sterol reductase activity "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"LBR_MOUSE"
"2022"	3	"GO"	"30223"	"neutrophil differentiation "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"LBR_MOUSE"
"2032"	3	"GO"	"16126"	"sterol biosynthetic process "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"LBR_MOUSE"
"2042"	3	"GO"	"16513"	"core-binding factor complex "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"PEBB_MOUSE"
"2072"	3	"GO"	"48469"	"cell maturation "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"PEBB_MOUSE"
"2082"	3	"GO"	"60216"	"definitive hemopoiesis "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"PEBB_MOUSE"
"2092"	3	"GO"	"30098"	"lymphocyte differentiation "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"PEBB_MOUSE"
"2112"	3	"GO"	"43371"	"negative regulation of CD4-positive, alpha-beta T cell differentiation "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"PEBB_MOUSE"
"2142"	3	"GO"	"43378"	"positive regulation of CD8-positive, alpha-beta T cell differentiation "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"PEBB_MOUSE"
"2252"	3	"GO"	"32173"	"septin collar "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"SEPT6_MOUSE"
"2272"	3	"GO"	"5940"	"septin ring "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"SEPT6_MOUSE"
"2282"	3	"GO"	"97227"	"sperm annulus "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"SEPT6_MOUSE"
"2522"	3	"GO"	"51086"	"chaperone mediated protein folding independent of cofactor "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"TCPB_MOUSE"
"2722"	3	"GO"	"34450"	"ubiquitin-ubiquitin ligase activity "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"PRP19_MOUSE"
"2732"	3	"GO"	"6303"	"double-strand break repair via nonhomologous end joining "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"PRP19_MOUSE"
"2742"	3	"GO"	"349"	"generation of catalytic spliceosome for first transesterification step "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"PRP19_MOUSE"
"2752"	3	"GO"	"1833"	"inner cell mass cell proliferation "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"PRP19_MOUSE"
"2842"	3	"GO"	"72422"	"signal transduction involved in DNA damage checkpoint "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"PRP19_MOUSE"
"2913"	3	"GO"	"35692"	"macrophage migration inhibitory factor receptor complex "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"HG2A_MOUSE"
"2932"	3	"GO"	"35693"	"NOS2-CD74 complex "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"HG2A_MOUSE"
"2972"	3	"GO"	"19955"	"cytokine binding "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"HG2A_MOUSE"
"2982"	3	"GO"	"4896"	"cytokine receptor activity "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"HG2A_MOUSE"
"2992"	3	"GO"	"35718"	"macrophage migration inhibitory factor binding "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"HG2A_MOUSE"
"3002"	3	"GO"	"42289"	"MHC class II protein binding "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"HG2A_MOUSE"
"3012"	3	"GO"	"42658"	"MHC class II protein binding, via antigen binding groove "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"HG2A_MOUSE"
"3022"	3	"GO"	"23026"	"MHC class II protein complex binding "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"HG2A_MOUSE"
"3122"	3	"GO"	"35691"	"macrophage migration inhibitory factor signaling pathway "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"HG2A_MOUSE"
"3182"	3	"GO"	"2792"	"negative regulation of peptide secretion "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"HG2A_MOUSE"
"3242"	3	"GO"	"45080"	"positive regulation of chemokine biosynthetic process "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"HG2A_MOUSE"
"3262"	3	"GO"	"2606"	"positive regulation of dendritic cell antigen processing and presentation "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"HG2A_MOUSE"
"3322"	3	"GO"	"45410"	"positive regulation of interleukin-6 biosynthetic process "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"HG2A_MOUSE"
"3342"	3	"GO"	"33674"	"positive regulation of kinase activity "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"HG2A_MOUSE"
"3362"	3	"GO"	"2000448"	"positive regulation of macrophage migration inhibitory factor signaling pathway "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"HG2A_MOUSE"
"3382"	3	"GO"	"45657"	"positive regulation of monocyte differentiation "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"HG2A_MOUSE"
"3412"	3	"GO"	"31394"	"positive regulation of prostaglandin biosynthetic process "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"HG2A_MOUSE"
"3432"	3	"GO"	"45582"	"positive regulation of T cell differentiation "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"HG2A_MOUSE"
"3452"	3	"GO"	"2830"	"positive regulation of type 2 immune response "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"HG2A_MOUSE"
"3492"	3	"GO"	"70206"	"protein trimerization "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"HG2A_MOUSE"
"3532"	3	"GO"	"47800"	"cysteamine dioxygenase activity "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"AEDO_MOUSE"
"3572"	3	"GO"	"2690"	"positive regulation of leukocyte chemotaxis "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"GPSM3_MOUSE"
"3702"	3	"GO"	"42119"	"neutrophil activation "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"FCGR4_MOUSE"
"3932"	3	"GO"	"2000736"	"regulation of stem cell differentiation "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"OCAD1_MOUSE"
"3952"	3	"GO"	"45716"	"positive regulation of low-density lipoprotein particle receptor biosynthetic process "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"CNPY2_MOUSE"
"3962"	3	"GO"	"10988"	"regulation of low-density lipoprotein particle clearance "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"CNPY2_MOUSE"
"4212"	3	"GO"	"1973"	"G protein-coupled adenosine receptor signaling pathway "	"1/96"	"1/2150"	1.04166666666667	0.0465116279069767	0.0836401637327062	1	22.3958333333333	"GNAI2_MOUSE"
