"Enrichment_for"	"Ontology_type"	"Ontology_accession"	"Ongology_description"	"Count_query"	"Count_universe"	"%_query"	"%_universe"	"pval"	"adjpval"	"fold_change"	"Proteins_in_query"
"WTG0_vs_ASG1_unique"	"GO"	"8210"	"estrogen metabolic process "	"2/176"	"3/2150"	1.13636363636364	0.13953488372093	0.0488530943657063	1	8.14393939393939	"DHB8_MOUSE;DHB4_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"51290"	"protein heterotetramerization "	"2/176"	"3/2150"	1.13636363636364	0.13953488372093	0.0488530943657063	1	8.14393939393939	"DHB8_MOUSE;CBR4_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"70552"	"BRISC complex "	"2/176"	"3/2150"	1.13636363636364	0.13953488372093	0.0488530943657063	1	8.14393939393939	"BABA1_MOUSE;Z4YJY0_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"2000378"	"negative regulation of reactive oxygen species metabolic process "	"2/176"	"3/2150"	1.13636363636364	0.13953488372093	0.0488530943657063	1	8.14393939393939	"SIR5_MOUSE;VDAC1_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"32981"	"mitochondrial respiratory chain complex I assembly "	"5/176"	"23/2150"	2.84090909090909	1.06976744186047	0.0552912254138817	1	2.65563241106719	"NDUA8_MOUSE;NDUB4_MOUSE;NDUAD_MOUSE;NDUS5_MOUSE;NDUB1_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"2931"	"response to ischemia "	"3/176"	"9/2150"	1.70454545454545	0.418604651162791	0.056311385264431	1	4.0719696969697	"DCMC_MOUSE;SIR5_MOUSE;Z4YJY0_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"8137"	"NADH dehydrogenase (ubiquinone) activity "	"4/176"	"17/2150"	2.27272727272727	0.790697674418605	0.0686311139421465	1	2.87433155080214	"NDUV2_MOUSE;NDUB4_MOUSE;NDUAD_MOUSE;D3YUM1_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"51539"	"4 iron, 4 sulfur cluster binding "	"3/176"	"10/2150"	1.70454545454545	0.465116279069767	0.0692586924063169	1	3.66477272727273	"SDHB_MOUSE;Q6PF96_MOUSE;D3YUM1_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"5762"	"mitochondrial large ribosomal subunit "	"3/176"	"10/2150"	1.70454545454545	0.465116279069767	0.0692586924063169	1	3.66477272727273	"RM50_MOUSE;RM12_MOUSE;D3Z7C0_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"6103"	"2-oxoglutarate metabolic process "	"3/176"	"10/2150"	1.70454545454545	0.465116279069767	0.0692586924063169	1	3.66477272727273	"ODO2_MOUSE;PAHX_MOUSE;RT36_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"10181"	"FMN binding "	"2/176"	"4/2150"	1.13636363636364	0.186046511627907	0.0696929009453755	1	6.10795454545455	"PNPO_MOUSE;D3YUM1_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"8121"	"ubiquinol-cytochrome-c reductase activity "	"2/176"	"4/2150"	1.13636363636364	0.186046511627907	0.0696929009453755	1	6.10795454545455	"QCR8_MOUSE;UCRI_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"4869"	"cysteine-type endopeptidase inhibitor activity "	"2/176"	"4/2150"	1.13636363636364	0.186046511627907	0.0696929009453755	1	6.10795454545455	"NGP_MOUSE;A0A338P703_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"6082"	"organic acid metabolic process "	"2/176"	"4/2150"	1.13636363636364	0.186046511627907	0.0696929009453755	1	6.10795454545455	"CP2J5_MOUSE;FMO2_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"45261"	"proton-transporting ATP synthase complex, catalytic core F(1) "	"2/176"	"4/2150"	1.13636363636364	0.186046511627907	0.0696929009453755	1	6.10795454545455	"ATPD_MOUSE;Q8C2Q8_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"50633"	"acetyl-CoA C-myristoyltransferase activity "	"2/176"	"4/2150"	1.13636363636364	0.186046511627907	0.0696929009453755	1	6.10795454545455	"ECHB_MOUSE;THIKA_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"4303"	"estradiol 17-beta-dehydrogenase activity "	"2/176"	"4/2150"	1.13636363636364	0.186046511627907	0.0696929009453755	1	6.10795454545455	"DHB8_MOUSE;DHB4_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"33617"	"mitochondrial respiratory chain complex IV assembly "	"2/176"	"4/2150"	1.13636363636364	0.186046511627907	0.0696929009453755	1	6.10795454545455	"COX20_MOUSE;SIM20_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"70536"	"protein K63-linked deubiquitination "	"2/176"	"4/2150"	1.13636363636364	0.186046511627907	0.0696929009453755	1	6.10795454545455	"BABA1_MOUSE;Z4YJY0_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"5761"	"mitochondrial ribosome "	"2/176"	"4/2150"	1.13636363636364	0.186046511627907	0.0696929009453755	1	6.10795454545455	"RM12_MOUSE;A0A0R4J1B9_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"8308"	"voltage-gated anion channel activity "	"2/176"	"4/2150"	1.13636363636364	0.186046511627907	0.0696929009453755	1	6.10795454545455	"VDAC1_MOUSE;G3UX26_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"7035"	"vacuolar acidification "	"2/176"	"4/2150"	1.13636363636364	0.186046511627907	0.0696929009453755	1	6.10795454545455	"VA0D1_MOUSE;Q9JHF5_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"4129"	"cytochrome-c oxidase activity "	"3/176"	"11/2150"	1.70454545454545	0.511627906976744	0.0834160900522706	1	3.33161157024793	"COX41_MOUSE;NDUA4_MOUSE;COX6C_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"22857"	"transmembrane transporter activity "	"3/176"	"11/2150"	1.70454545454545	0.511627906976744	0.0834160900522706	1	3.33161157024793	"SFXN3_MOUSE;SFXN1_MOUSE;A0A0G2JEG3_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"5741"	"mitochondrial outer membrane "	"5/176"	"27/2150"	2.84090909090909	1.25581395348837	0.0889882145451062	1	2.26220538720539	"MARC2_MOUSE;ECHB_MOUSE;CISD1_MOUSE;VDAC1_MOUSE;G3UX26_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"4866"	"endopeptidase inhibitor activity "	"2/176"	"5/2150"	1.13636363636364	0.232558139534884	0.0928258943412651	1	4.88636363636364	"PZP_MOUSE;MUG1_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"7566"	"embryo implantation "	"2/176"	"5/2150"	1.13636363636364	0.232558139534884	0.0928258943412651	1	4.88636363636364	"PZP_MOUSE;MUG1_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"5158"	"insulin receptor binding "	"2/176"	"5/2150"	1.13636363636364	0.232558139534884	0.0928258943412651	1	4.88636363636364	"LMBD1_MOUSE;GTR2_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"3985"	"acetyl-CoA C-acetyltransferase activity "	"2/176"	"5/2150"	1.13636363636364	0.232558139534884	0.0928258943412651	1	4.88636363636364	"THIC_MOUSE;THIKA_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"6633"	"fatty acid biosynthetic process "	"3/176"	"12/2150"	1.70454545454545	0.558139534883721	0.0986976736188067	1	3.05397727272727	"DCMC_MOUSE;DHB8_MOUSE;CBR4_MOUSE"
"WTG0_vs_ASG1_unique"	"KEGG"	"path:mmu00190"	"Oxidative phosphorylation - Mus musculus (mouse)"	"23/176"	"76/2150"	13.0681818181818	3.53488372093023	4.93490275243539e-07	6.81016579836084e-05	3.69691985645933	"NDUB4_MOUSE;ATP5J_MOUSE;ATP5I_MOUSE;VA0D1_MOUSE;COX41_MOUSE;COX6C_MOUSE;NDUA4_MOUSE;QCR8_MOUSE;QCR1_MOUSE;Q9JHF5_MOUSE;ATPO_MOUSE;NDUS5_MOUSE;ATPD_MOUSE;UCRI_MOUSE;SDHA_MOUSE;QCR2_MOUSE;NDUAD_MOUSE;Q9CQB4_MOUSE;SDHB_MOUSE;NDUB4_MOUSE;NDUA8_MOUSE;ATP5H_MOUSE;NDUV2_MOUSE"
"WTG0_vs_ASG1_unique"	"KEGG"	"path:mmu04714"	"Thermogenesis - Mus musculus (mouse)"	"23/176"	"78/2150"	13.0681818181818	3.62790697674419	7.25582475589044e-07	0.000100130381631288	3.60212703962704	"NDUB4_MOUSE;ATP5J_MOUSE;ATP5I_MOUSE;COX41_MOUSE;COX6C_MOUSE;NDUA4_MOUSE;QCR8_MOUSE;QCR1_MOUSE;ATPO_MOUSE;NDUS5_MOUSE;ATPD_MOUSE;COX20_MOUSE;UCRI_MOUSE;SDHA_MOUSE;QCR2_MOUSE;NDUAD_MOUSE;Q9CQB4_MOUSE;SDHB_MOUSE;COA6_MOUSE;NDUB4_MOUSE;NDUA8_MOUSE;ATP5H_MOUSE;NDUV2_MOUSE"
"WTG0_vs_ASG1_unique"	"KEGG"	"path:mmu05012"	"Parkinson disease - Mus musculus (mouse)"	"22/176"	"98/2150"	12.5	4.55813953488372	5.41532129054432e-05	0.00747314338095116	2.74234693877551	"NDUB4_MOUSE;ATP5J_MOUSE;COX41_MOUSE;COX6C_MOUSE;NDUA4_MOUSE;QCR8_MOUSE;QCR1_MOUSE;VDAC1_MOUSE;ATPO_MOUSE;NDUS5_MOUSE;ATPD_MOUSE;UCRI_MOUSE;SDHA_MOUSE;QCR2_MOUSE;NDUAD_MOUSE;Q9CQB4_MOUSE;SDHB_MOUSE;NDUB4_MOUSE;NDUA8_MOUSE;ATP5H_MOUSE;NDUV2_MOUSE;TBB2B_MOUSE"
"WTG0_vs_ASG1_unique"	"KEGG"	"path:mmu04932"	"Non-alcoholic fatty liver disease (NAFLD) - Mus musculus (mouse)"	"16/176"	"56/2150"	9.09090909090909	2.6046511627907	5.58040278535036e-05	0.0077009558437835	3.49025974025974	"NDUB4_MOUSE;COX41_MOUSE;COX6C_MOUSE;NDUA4_MOUSE;QCR8_MOUSE;QCR1_MOUSE;NDUS5_MOUSE;UCRI_MOUSE;SDHA_MOUSE;QCR2_MOUSE;NDUAD_MOUSE;Q9CQB4_MOUSE;SDHB_MOUSE;NDUB4_MOUSE;NDUA8_MOUSE;NDUV2_MOUSE"
"WTG0_vs_ASG1_unique"	"KEGG"	"path:mmu05016"	"Huntington disease - Mus musculus (mouse)"	"22/176"	"100/2150"	12.5	4.65116279069767	7.05330338232933e-05	0.00973355866761448	2.6875	"NDUB4_MOUSE;ATP5J_MOUSE;COX41_MOUSE;COX6C_MOUSE;NDUA4_MOUSE;QCR8_MOUSE;QCR1_MOUSE;VDAC1_MOUSE;ATPO_MOUSE;NDUS5_MOUSE;ATPD_MOUSE;UCRI_MOUSE;SDHA_MOUSE;QCR2_MOUSE;NDUAD_MOUSE;Q9CQB4_MOUSE;SDHB_MOUSE;NDUB4_MOUSE;NDUA8_MOUSE;ATP5H_MOUSE;NDUV2_MOUSE;TBB2B_MOUSE"
"WTG0_vs_ASG1_unique"	"KEGG"	"path:mmu05010"	"Alzheimer disease - Mus musculus (mouse)"	"22/176"	"107/2150"	12.5	4.97674418604651	0.000197364627038243	0.0272363185312775	2.51168224299065	"NDUB4_MOUSE;ATP5J_MOUSE;COX41_MOUSE;COX6C_MOUSE;NDUA4_MOUSE;QCR8_MOUSE;QCR1_MOUSE;VDAC1_MOUSE;ATPO_MOUSE;NDUS5_MOUSE;ATPD_MOUSE;UCRI_MOUSE;SDHA_MOUSE;QCR2_MOUSE;NDUAD_MOUSE;Q9CQB4_MOUSE;SDHB_MOUSE;NDUB4_MOUSE;NDUA8_MOUSE;ATP5H_MOUSE;NDUV2_MOUSE;TBB2B_MOUSE"
"WTG0_vs_ASG1_unique"	"KEGG"	"path:mmu01100"	"Metabolic pathways - Mus musculus (mouse)"	"44/176"	"336/2150"	25	15.6279069767442	0.00200267634570315	0.276369335707035	1.59970238095238	"NDUB4_MOUSE;PNPO_MOUSE;RPN1_MOUSE;THIC_MOUSE;THIKA_MOUSE;PURA2_MOUSE;ATP5J_MOUSE;ATP5I_MOUSE;VA0D1_MOUSE;KCRB_MOUSE;COX41_MOUSE;COX6C_MOUSE;CP2J5_MOUSE;DHB8_MOUSE;DHB4_MOUSE;NDUA4_MOUSE;PI42A_MOUSE;AEDO_MOUSE;QCR8_MOUSE;QCR1_MOUSE;ECHB_MOUSE;CBR4_MOUSE;AL8A1_MOUSE;THTM_MOUSE;Q9JHF5_MOUSE;ATPO_MOUSE;UD17C_MOUSE;DCMC_MOUSE;NDUS5_MOUSE;ATPD_MOUSE;UCRI_MOUSE;SDHA_MOUSE;AMPL_MOUSE;QCR2_MOUSE;NDUAD_MOUSE;Q9CQB4_MOUSE;SDHB_MOUSE;NDUB4_MOUSE;SIR5_MOUSE;NDUA8_MOUSE;ATP5H_MOUSE;Q6XPS7_MOUSE;NDUV2_MOUSE;ODO2_MOUSE"
"WTG0_vs_ASG1_unique"	"KEGG"	"path:mmu04260"	"Cardiac muscle contraction - Mus musculus (mouse)"	"7/176"	"26/2150"	3.97727272727273	1.2093023255814	0.00993939075176689	1	3.2888986013986	"COX41_MOUSE;COX6C_MOUSE;QCR8_MOUSE;QCR1_MOUSE;UCRI_MOUSE;QCR2_MOUSE;Q9CQB4_MOUSE"
"WTG0_vs_ASG1_unique"	"KEGG"	"path:mmu01212"	"Fatty acid metabolism - Mus musculus (mouse)"	"6/176"	"30/2150"	3.40909090909091	1.3953488372093	0.0498814041924494	1	2.44318181818182	"THIC_MOUSE;THIKA_MOUSE;DHB8_MOUSE;DHB4_MOUSE;ECHB_MOUSE;CBR4_MOUSE"
"WTG0_vs_ASG1_unique"	"KEGG"	"path:mmu04723"	"Retrograde endocannabinoid signaling - Mus musculus (mouse)"	"8/176"	"42/2150"	4.54545454545455	1.95348837209302	0.0501743777517037	1	2.32683982683983	"NDUB4_MOUSE;GBG12_MOUSE;NDUA4_MOUSE;NDUS5_MOUSE;NDUAD_MOUSE;NDUB4_MOUSE;NDUA8_MOUSE;NDUV2_MOUSE"
"WTG0_vs_ASG1_unique"	"KEGG"	"path:mmu04974"	"Protein digestion and absorption - Mus musculus (mouse)"	"3/176"	"10/2150"	1.70454545454545	0.465116279069767	0.0692586924063169	1	3.66477272727273	"4F2_MOUSE;MEP1B_MOUSE;Q9CPN9_MOUSE"
"WTG0_vs_ASG1_unique"	"KEGG"	"path:mmu00061"	"Fatty acid biosynthesis - Mus musculus (mouse)"	"2/176"	"5/2150"	1.13636363636364	0.232558139534884	0.0928258943412651	1	4.88636363636364	"DHB8_MOUSE;CBR4_MOUSE"
"WTG0_vs_ASG1_unique"	"KEGG"	"path:mmu00140"	"Steroid hormone biosynthesis - Mus musculus (mouse)"	"2/176"	"5/2150"	1.13636363636364	0.232558139534884	0.0928258943412651	1	4.88636363636364	"DHB8_MOUSE;UD17C_MOUSE"
